MONATE_SEIT_EINFUEHRUNG_PROGRAMM_KOHORTE,MONAT,KOHORTE,ERSTER_MONAT_KOHORTE_FG,MONATE_SEIT_EXISTENZ_KOHORTE,KOHORTENGROESSE_INDEXIERT,KOHORTENGROESSE_KUMULIERT_INDEXIERT,IDENTIFIZIERTE_KUNDEN_INDEXIERT,RETENTIONRATE,UMSATZ_INDEXIERT,MONATLICHER_UMSATZ_INDEXIERT,UMSATZANTEIL_KOHORTE,ANZ_BONS_INDEXIERT,ABVERKAUF_INDEXIERT,RABATT_INDEXIERT,FREQUENZ_INDEXIERT,DURCHSCHNITTSBON_INDEXIERT,STUECKBON_INDEXIERT,UMSATZ_JE_KUNDE_INDEXIERT,ABVERKAUF_JE_KUNDE_INDEXIERT,RABATT_JE_KUNDE_INDEXIERT
1,201704,201411,0,29,100.00,100.00,58.45,58.445100,106.71,210.78,0.008578735000,102.03,89.33,268.61,174.57,104.59,87.55,182.58,152.84,459.59
1,201705,201411,0,30,100.00,100.00,57.35,57.351600,115.24,235.78,0.008282161300,109.87,97.72,190.71,191.57,104.89,88.95,200.93,170.39,332.53
1,201706,201411,0,31,100.00,100.00,57.43,57.432100,112.30,222.73,0.008544120100,106.54,98.68,202.98,185.51,105.41,92.62,195.54,171.81,353.43
1,201707,201411,0,32,100.00,100.00,56.10,56.102500,106.92,220.90,0.008202101600,103.60,96.75,203.80,184.66,103.21,93.38,190.58,172.44,363.27
1,201708,201411,0,33,100.00,100.00,54.78,54.776900,101.19,211.60,0.008103935600,98.20,89.23,149.75,179.28,103.05,90.86,184.74,162.89,273.38
2,201412,201412,1,0,66.20,113.16,66.20,100.000000,69.42,124.57,0.009443814800,59.66,63.42,113.44,90.13,116.36,106.30,104.87,95.80,171.37
2,201501,201412,0,1,66.20,113.16,39.27,59.318200,51.18,112.12,0.007736175200,52.62,50.89,54.08,133.99,97.28,96.72,130.35,129.60,137.73
2,201502,201412,0,2,66.20,113.16,36.36,54.920600,46.56,98.69,0.007993942000,47.10,45.05,39.89,129.56,98.84,95.63,128.05,123.90,109.73
2,201503,201412,0,3,66.20,113.16,34.70,52.423900,45.98,114.62,0.006797533700,47.72,44.44,39.94,137.52,96.34,93.11,132.49,128.04,115.09
2,201504,201412,0,4,66.20,113.16,30.49,46.053800,45.37,116.90,0.006577600100,45.15,41.26,36.45,148.10,100.50,91.39,148.83,135.34,119.55
2,201505,201412,0,5,66.20,113.16,30.54,46.141400,46.08,129.83,0.006014781400,47.71,41.99,38.11,156.19,96.60,88.02,150.87,137.48,124.76
2,201506,201412,0,6,66.20,113.16,30.65,46.296800,48.42,131.75,0.006227746600,50.09,45.55,53.72,163.43,96.67,90.95,157.99,148.64,175.28
2,201507,201412,0,7,66.20,113.16,31.12,47.006200,50.23,141.43,0.006018007200,51.23,47.99,51.35,164.65,98.03,93.67,161.41,154.23,165.03
2,201508,201412,0,8,66.20,113.16,30.39,45.912300,45.78,132.63,0.005849390700,49.28,44.37,40.82,162.13,92.91,90.05,150.63,146.00,134.29
2,201509,201412,0,9,66.20,113.16,31.02,46.858700,44.41,127.05,0.005923334300,48.21,40.19,37.70,155.43,92.12,83.37,143.17,129.58,121.54
2,201510,201412,0,10,66.20,113.16,30.80,46.528000,46.65,140.60,0.005622393500,48.75,40.71,43.86,158.29,95.69,83.49,151.46,132.16,142.40
2,201511,201412,0,11,66.20,113.16,29.72,44.900100,46.54,136.74,0.005767192300,47.55,39.04,45.47,159.97,97.88,82.11,156.57,131.35,152.99
2,201512,201412,0,12,66.20,113.16,31.47,47.540200,57.60,167.20,0.005837254800,50.40,44.40,54.18,160.16,114.27,88.08,183.02,141.07,172.16
2,201601,201412,0,13,66.20,113.16,30.98,46.799000,49.75,151.10,0.005578774600,49.20,40.71,52.29,158.82,101.11,82.75,160.57,131.42,168.77
2,201602,201412,0,14,66.20,113.16,31.58,47.709600,50.00,138.42,0.006121689000,50.11,40.15,74.53,158.66,99.79,80.13,158.33,127.13,235.98
2,201603,201412,0,15,66.20,113.16,32.11,48.504600,55.04,171.54,0.005436739900,54.91,44.09,65.87,171.02,100.23,80.29,171.41,137.31,205.13
2,201604,201412,0,16,66.20,113.16,31.77,47.998500,56.81,172.53,0.005579997200,54.79,45.33,88.42,172.44,103.69,82.73,178.80,142.65,278.27
2,201605,201412,0,17,66.20,113.16,31.46,47.530200,56.97,183.72,0.005254489300,56.62,47.42,80.55,179.94,100.62,83.76,181.06,150.72,256.02
2,201606,201412,0,18,66.20,113.16,32.45,49.022700,58.30,182.30,0.005419343200,58.14,49.94,100.68,179.15,100.28,85.89,179.65,153.88,310.25
2,201607,201412,0,19,66.20,113.16,33.17,50.108600,59.46,191.25,0.005268742400,58.84,53.39,95.83,177.37,101.07,90.74,179.26,160.95,288.91
2,201608,201412,0,20,66.20,113.16,31.83,48.082200,53.19,174.95,0.005151874300,54.28,47.95,90.28,170.54,97.98,88.34,167.10,150.65,283.62
2,201609,201412,0,21,66.20,113.16,32.06,48.424900,52.72,168.55,0.005300581100,56.48,47.07,120.31,176.18,93.35,83.35,164.47,146.84,375.31
2,201610,201412,0,22,66.20,113.16,34.55,52.184800,59.68,197.33,0.005124964900,62.20,52.97,145.84,180.05,95.95,85.16,172.76,153.33,422.16
2,201611,201412,0,23,66.20,113.16,36.19,54.667500,60.48,193.64,0.005292248600,62.83,51.76,266.74,173.63,96.25,82.38,167.11,143.03,737.09
2,201612,201412,0,24,66.20,113.16,38.19,57.688200,73.52,237.22,0.005252063700,66.52,58.70,228.51,174.19,110.53,88.25,192.53,153.72,598.38
2,201701,201412,0,25,66.20,113.16,35.78,54.051800,60.50,202.51,0.005062617300,58.06,49.78,121.73,162.27,104.20,85.73,169.09,139.12,340.20
2,201702,201412,0,26,66.20,113.16,36.43,55.028200,61.76,194.83,0.005371883500,60.96,52.30,196.54,167.34,101.32,85.80,169.55,143.57,539.53
2,201703,201412,0,27,66.20,113.16,37.94,57.307700,72.64,245.71,0.005009394400,70.83,59.96,220.52,186.70,102.55,84.65,191.47,158.04,581.29
2,201704,201412,0,28,66.20,113.16,36.13,54.583900,62.41,210.78,0.005017452300,61.90,52.39,159.00,171.30,100.83,84.64,172.72,144.99,440.02
2,201705,201412,0,29,66.20,113.16,35.20,53.169100,67.63,235.78,0.004860850500,66.12,57.68,114.68,187.86,102.29,87.23,192.16,163.87,325.81
2,201706,201412,0,30,66.20,113.16,35.53,53.679200,66.19,222.73,0.005035746300,64.72,58.73,124.07,182.13,102.27,90.74,186.26,165.26,349.16
2,201707,201412,0,31,66.20,113.16,34.64,52.320300,62.92,220.90,0.004826604000,62.64,57.30,123.91,180.85,100.45,91.48,181.66,165.44,357.77
2,201708,201412,0,32,66.20,113.16,33.83,51.098900,60.08,211.60,0.004811399300,59.55,53.16,90.32,176.04,100.89,89.26,177.61,157.14,267.02
3,201501,201501,1,0,43.52,121.82,43.52,100.000000,42.67,112.12,0.006448617800,39.43,40.99,45.72,90.59,108.21,103.97,98.03,94.19,105.04
3,201502,201501,0,1,43.52,121.82,26.64,61.198300,32.89,98.69,0.005647212300,33.75,31.94,27.22,126.71,97.45,94.65,123.48,119.93,102.20
3,201503,201501,0,2,43.52,121.82,25.08,57.616100,32.53,114.62,0.004808767700,34.36,31.75,25.49,137.02,94.67,92.41,129.71,126.62,101.67
3,201504,201501,0,3,43.52,121.82,22.23,51.078900,30.28,116.90,0.004388914200,30.54,27.75,22.37,137.37,99.14,90.86,136.19,124.81,100.62
3,201505,201501,0,4,43.52,121.82,21.15,48.584700,30.67,129.83,0.004002930500,31.88,27.99,23.60,150.75,96.22,87.80,145.04,132.35,111.59
3,201506,201501,0,5,43.52,121.82,20.83,47.863400,31.03,131.75,0.003990558100,32.06,29.00,31.57,153.91,96.77,90.44,148.94,139.20,151.57
3,201507,201501,0,6,43.52,121.82,20.88,47.981600,31.95,141.43,0.003827672700,32.55,30.55,29.59,155.86,98.15,93.86,152.97,146.29,141.71
3,201508,201501,0,7,43.52,121.82,20.35,46.760200,29.18,132.63,0.003727758100,31.55,28.38,24.94,155.04,92.47,89.95,143.36,139.46,122.55
3,201509,201501,0,8,43.52,121.82,20.62,47.378500,28.37,127.05,0.003783623800,30.76,25.60,22.30,149.17,92.23,83.22,137.58,124.14,108.14
3,201510,201501,0,9,43.52,121.82,20.36,46.781400,29.42,140.60,0.003545980100,30.65,25.71,24.52,150.53,96.00,83.90,144.51,126.30,120.43
3,201511,201501,0,10,43.52,121.82,19.50,44.811500,29.00,136.74,0.003594076400,29.85,24.64,25.63,153.06,97.15,82.53,148.70,126.32,131.40
3,201512,201501,0,11,43.52,121.82,20.31,46.654100,35.09,167.20,0.003556311400,30.73,27.10,30.91,151.34,114.19,88.20,172.82,133.48,152.22
3,201601,201501,0,12,43.52,121.82,20.32,46.678400,31.66,151.10,0.003550350200,30.95,25.93,31.79,152.36,102.28,83.78,155.83,127.64,156.50
3,201602,201501,0,13,43.52,121.82,20.38,46.820800,31.86,138.42,0.003900721400,31.39,25.46,44.23,154.04,101.51,81.12,156.36,124.95,217.03
3,201603,201501,0,14,43.52,121.82,20.85,47.905800,34.63,171.54,0.003420446600,34.42,27.73,39.00,165.10,100.59,80.55,166.07,132.99,187.03
3,201604,201501,0,15,43.52,121.82,20.52,47.145100,35.63,172.53,0.003499983600,34.10,28.45,50.75,166.19,104.50,83.43,173.67,138.65,247.32
3,201605,201501,0,16,43.52,121.82,20.38,46.826900,35.79,183.72,0.003301166200,35.38,29.67,47.82,173.59,101.17,83.88,175.61,145.60,234.64
3,201606,201501,0,17,43.52,121.82,20.99,48.224000,36.23,182.30,0.003367533100,36.26,30.92,58.91,172.78,99.90,85.25,172.61,147.30,280.66
3,201607,201501,0,18,43.52,121.82,21.26,48.848300,37.37,191.25,0.003310761500,37.00,33.43,55.47,174.04,100.98,90.34,175.76,157.23,260.93
3,201608,201501,0,19,43.52,121.82,20.38,46.814800,32.91,174.95,0.003187288700,33.61,29.33,52.76,164.94,97.91,87.28,161.50,143.97,258.97
3,201609,201501,0,20,43.52,121.82,20.20,46.402600,31.97,168.55,0.003213949700,34.39,28.46,67.62,170.30,92.95,82.75,158.29,140.92,334.83
3,201610,201501,0,21,43.52,121.82,21.77,50.012100,36.41,197.33,0.003126305400,38.02,32.34,83.76,174.68,95.75,85.06,167.26,148.59,384.80
3,201611,201501,0,22,43.52,121.82,22.64,52.021500,36.75,193.64,0.003216142400,37.99,31.46,143.08,167.80,96.74,82.81,162.32,138.96,631.97
3,201612,201501,0,23,43.52,121.82,23.74,54.552100,43.70,237.22,0.003121479200,39.74,34.88,125.95,167.39,109.95,87.77,184.05,146.91,530.50
3,201701,201501,0,24,43.52,121.82,22.68,52.106300,38.02,202.51,0.003181141100,36.08,31.15,72.00,159.08,105.38,86.33,167.64,137.34,317.47
3,201702,201501,0,25,43.52,121.82,23.18,53.267100,38.33,194.83,0.003334058000,37.63,32.42,112.81,162.31,101.87,86.15,165.35,139.83,486.60
3,201703,201501,0,26,43.52,121.82,23.90,54.915700,44.26,245.71,0.003052079100,43.31,36.59,125.42,181.20,102.18,84.48,185.16,153.07,524.77
3,201704,201501,0,27,43.52,121.82,22.73,52.230600,38.72,210.78,0.003112494700,38.29,32.66,93.93,168.44,101.11,85.29,170.31,143.66,413.22
3,201705,201501,0,28,43.52,121.82,22.20,51.003200,40.95,235.78,0.002943052500,40.65,34.83,64.77,183.14,100.73,85.67,184.47,156.89,291.78
3,201706,201501,0,29,43.52,121.82,22.30,51.227400,40.53,222.73,0.003083445300,39.63,35.67,70.84,177.74,102.27,90.01,181.78,159.98,317.73
3,201707,201501,0,30,43.52,121.82,21.89,50.300000,39.17,220.90,0.003004825200,38.71,35.45,72.40,176.81,101.20,91.58,178.93,161.93,330.72
3,201708,201501,0,31,43.52,121.82,21.31,48.966500,36.47,211.60,0.002920236200,36.30,32.12,52.47,170.34,100.45,88.49,171.10,150.73,246.20
4,201502,201502,1,0,33.93,128.56,33.93,100.000000,31.07,98.69,0.005335530500,29.54,29.72,30.19,87.08,105.18,100.61,91.59,87.62,88.99
4,201503,201502,0,1,33.93,128.56,19.79,58.320400,24.58,114.62,0.003634276700,26.73,24.03,18.39,135.09,91.97,89.91,124.25,121.46,92.93
4,201504,201502,0,2,33.93,128.56,18.36,54.113500,24.02,116.90,0.003481642500,24.37,22.02,16.70,132.72,98.57,90.37,130.83,119.93,90.94
4,201505,201502,0,3,33.93,128.56,17.06,50.279900,23.74,129.83,0.003099067400,24.75,21.45,17.93,145.12,95.92,86.65,139.20,125.75,105.14
4,201506,201502,0,4,33.93,128.56,16.67,49.133000,23.64,131.75,0.003039949700,24.87,22.27,23.79,149.23,95.02,89.55,141.80,133.63,142.70
4,201507,201502,0,5,33.93,128.56,16.28,47.978200,23.80,141.43,0.002852274200,24.60,22.69,21.61,151.15,96.76,92.24,146.25,139.42,132.75
4,201508,201502,0,6,33.93,128.56,15.63,46.069200,21.81,132.63,0.002786807400,23.82,21.17,17.84,152.43,91.55,88.86,139.56,135.45,114.17
4,201509,201502,0,7,33.93,128.56,16.00,47.161700,21.03,127.05,0.002804856700,23.17,19.21,16.73,144.80,90.77,82.92,131.44,120.06,104.55
4,201510,201502,0,8,33.93,128.56,15.82,46.636900,22.24,140.60,0.002680121800,23.72,19.56,18.56,149.90,93.76,82.46,140.55,123.62,117.32
4,201511,201502,0,9,33.93,128.56,15.01,44.253500,22.09,136.74,0.002737802600,22.90,18.68,19.90,152.51,96.49,81.60,147.15,124.44,132.56
4,201512,201502,0,10,33.93,128.56,15.29,45.077800,25.74,167.20,0.002608420400,22.70,19.97,23.14,148.46,113.37,87.98,168.30,130.61,151.29
4,201601,201502,0,11,33.93,128.56,15.37,45.307200,23.47,151.10,0.002632544900,23.11,19.17,23.36,150.34,101.59,82.97,152.72,124.73,151.98
4,201602,201502,0,12,33.93,128.56,15.60,45.983700,23.89,138.42,0.002924571800,23.82,19.12,32.97,152.67,100.30,80.28,153.13,122.56,211.36
4,201603,201502,0,13,33.93,128.56,15.90,46.874000,26.24,171.54,0.002592199700,26.16,20.94,29.45,164.50,100.31,80.03,165.02,131.66,185.22
4,201604,201502,0,14,33.93,128.56,15.65,46.135300,26.44,172.53,0.002596857100,26.04,21.25,36.77,166.38,101.53,81.59,168.92,135.75,234.90
4,201605,201502,0,15,33.93,128.56,15.51,45.723200,27.04,183.72,0.002493894400,27.27,22.53,35.74,175.78,99.16,82.64,174.31,145.27,230.39
4,201606,201502,0,16,33.93,128.56,16.00,47.150100,26.87,182.30,0.002497955100,27.47,23.02,44.55,171.73,97.83,83.80,168.00,143.90,278.52
4,201607,201502,0,17,33.93,128.56,16.01,47.181200,27.06,191.25,0.002397954900,27.18,24.26,39.85,169.82,99.56,89.24,169.08,151.56,248.97
4,201608,201502,0,18,33.93,128.56,15.46,45.556000,24.02,174.95,0.002326520500,24.94,21.44,37.33,161.39,96.29,85.97,155.41,138.76,241.56
4,201609,201502,0,19,33.93,128.56,15.24,44.926100,23.52,168.55,0.002364668800,25.62,21.14,49.59,168.12,91.79,82.49,154.32,138.67,325.39
4,201610,201502,0,20,33.93,128.56,16.65,49.086300,27.05,197.33,0.002322480300,28.53,24.21,61.65,171.29,94.81,84.89,162.41,145.41,370.23
4,201611,201502,0,21,33.93,128.56,17.22,50.750400,27.22,193.64,0.002381612600,28.52,23.11,106.28,165.67,95.41,81.03,158.07,134.23,617.28
4,201612,201502,0,22,33.93,128.56,17.76,52.356100,31.70,237.22,0.002264346200,29.37,25.38,89.34,165.36,107.92,86.42,178.46,142.90,502.99
4,201701,201502,0,23,33.93,128.56,16.89,49.797800,27.01,202.51,0.002259911700,26.44,22.24,51.46,156.52,102.13,84.10,159.86,131.64,304.60
4,201702,201502,0,24,33.93,128.56,17.40,51.275300,28.08,194.83,0.002441920100,27.87,23.81,83.11,160.22,100.74,85.44,161.40,136.90,477.80
4,201703,201502,0,25,33.93,128.56,18.05,53.192100,32.75,245.71,0.002258659300,32.47,27.25,92.74,179.90,100.88,83.92,181.49,150.98,513.89
4,201704,201502,0,26,33.93,128.56,17.31,51.010900,28.90,210.78,0.002323689900,29.16,24.24,70.86,168.50,99.12,83.14,167.02,140.09,409.47
4,201705,201502,0,27,33.93,128.56,16.88,49.747300,30.99,235.78,0.002227563600,30.81,26.35,49.49,182.56,100.59,85.52,183.65,156.13,293.24
4,201706,201502,0,28,33.93,128.56,16.96,49.996100,30.08,222.73,0.002288622800,29.73,26.49,52.08,175.25,101.20,89.12,177.35,156.18,307.03
4,201707,201502,0,29,33.93,128.56,16.53,48.713100,28.39,220.90,0.002178125900,28.87,25.89,52.00,174.70,98.34,89.69,171.81,156.69,314.63
4,201708,201502,0,30,33.93,128.56,16.03,47.247300,26.77,211.60,0.002144042500,27.32,23.67,38.07,170.47,97.98,86.64,167.03,147.69,237.52
5,201503,201503,1,0,23.80,133.30,23.80,100.000000,21.29,114.62,0.003147556600,20.75,20.33,16.50,87.21,102.58,97.94,89.47,85.42,69.35
5,201504,201503,0,1,23.80,133.30,14.20,59.686300,18.40,116.90,0.002666712600,19.45,17.04,12.82,136.93,94.58,87.59,129.52,119.95,90.29
5,201505,201503,0,2,23.80,133.30,12.97,54.509200,17.49,129.83,0.002282942700,18.77,16.13,13.99,144.71,93.18,85.92,134.85,124.34,107.84
5,201506,201503,0,3,23.80,133.30,12.23,51.383000,16.98,131.75,0.002184362200,18.16,15.94,17.70,148.53,93.52,87.77,138.90,130.36,144.73
5,201507,201503,0,4,23.80,133.30,11.99,50.379700,17.25,141.43,0.002066271700,17.80,16.43,16.68,148.49,96.87,92.28,143.84,137.02,139.15
5,201508,201503,0,5,23.80,133.30,11.40,47.924200,15.50,132.63,0.001980370900,17.11,15.03,13.19,150.07,90.56,87.82,135.91,131.80,115.65
5,201509,201503,0,6,23.80,133.30,11.55,48.522800,15.07,127.05,0.002009552200,16.80,13.67,12.28,145.51,89.68,81.37,130.49,118.40,106.32
5,201510,201503,0,7,23.80,133.30,11.27,47.369900,15.67,140.60,0.001889029100,16.76,13.71,13.76,148.68,93.52,81.81,139.05,121.63,122.09
5,201511,201503,0,8,23.80,133.30,10.78,45.307900,15.65,136.74,0.001939072600,16.28,13.15,14.58,151.00,96.11,80.77,145.13,121.96,135.24
5,201512,201503,0,9,23.80,133.30,10.80,45.380000,17.54,167.20,0.001777953500,15.65,13.55,16.48,144.93,112.10,86.57,162.46,125.46,152.60
5,201601,201503,0,10,23.80,133.30,11.01,46.250200,16.03,151.10,0.001798099900,16.03,13.07,16.40,145.67,100.01,81.53,145.68,118.76,148.98
5,201602,201503,0,11,23.80,133.30,11.05,46.438700,16.47,138.42,0.002016394500,16.70,13.13,22.65,151.16,98.60,78.58,149.04,118.78,204.95
5,201603,201503,0,12,23.80,133.30,11.27,47.364300,18.03,171.54,0.001781249400,18.53,14.43,21.44,164.39,97.32,77.91,159.98,128.07,190.24
5,201604,201503,0,13,23.80,133.30,11.10,46.627100,17.96,172.53,0.001763540900,17.94,14.53,26.11,161.66,100.10,80.98,161.82,130.91,235.34
5,201605,201503,0,14,23.80,133.30,11.02,46.327800,18.60,183.72,0.001715509500,19.00,15.53,25.79,172.30,97.91,81.76,168.71,140.87,233.92
5,201606,201503,0,15,23.80,133.30,11.23,47.203600,18.57,182.30,0.001726164100,19.14,15.92,31.25,170.36,97.04,83.18,165.32,141.71,278.17
5,201607,201503,0,16,23.80,133.30,11.40,47.924200,19.08,191.25,0.001690567700,19.18,17.02,28.88,168.20,99.47,88.75,167.31,149.28,253.21
5,201608,201503,0,17,23.80,133.30,10.97,46.106100,17.07,174.95,0.001653444000,17.83,15.24,27.93,162.51,95.74,85.46,155.58,138.88,254.59
5,201609,201503,0,18,23.80,133.30,10.95,46.017400,16.75,168.55,0.001684444000,18.48,15.10,35.62,168.80,90.64,81.69,153.00,137.89,325.26
5,201610,201503,0,19,23.80,133.30,11.80,49.592600,18.94,197.33,0.001626355800,20.25,16.91,45.31,171.56,93.54,83.51,160.48,143.26,383.94
5,201611,201503,0,20,23.80,133.30,12.02,50.523800,18.98,193.64,0.001660711000,19.84,16.33,76.17,164.98,95.67,82.31,157.84,135.80,633.50
5,201612,201503,0,21,23.80,133.30,12.52,52.602400,22.12,237.22,0.001580355500,20.23,17.87,64.49,161.61,109.36,88.34,176.74,142.76,515.22
5,201701,201503,0,22,23.80,133.30,11.75,49.370900,18.74,202.51,0.001568024300,17.98,15.58,35.19,153.01,104.24,86.69,159.50,132.64,299.53
5,201702,201503,0,23,23.80,133.30,12.11,50.878600,19.39,194.83,0.001686120100,19.21,16.55,57.80,158.66,100.92,86.16,160.12,136.70,477.37
5,201703,201503,0,24,23.80,133.30,12.68,53.267600,22.78,245.71,0.001571253300,22.63,19.03,65.84,178.50,100.69,84.10,179.74,150.12,519.38
5,201704,201503,0,25,23.80,133.30,12.09,50.801000,19.73,210.78,0.001586271100,19.95,16.82,48.69,165.00,98.92,84.30,163.22,139.10,402.76
5,201705,201503,0,26,23.80,133.30,11.86,49.853100,21.38,235.78,0.001536792900,21.26,18.38,34.57,179.25,100.56,86.45,180.24,154.97,291.38
5,201706,201503,0,27,23.80,133.30,11.71,49.204600,20.58,222.73,0.001565985900,20.46,18.34,35.62,174.76,100.59,89.62,175.79,156.62,304.25
5,201707,201503,0,28,23.80,133.30,11.60,48.727900,19.96,220.90,0.001531114800,19.94,18.21,36.59,171.92,100.12,91.35,172.13,157.04,315.51
5,201708,201503,0,29,23.80,133.30,11.38,47.841000,18.70,211.60,0.001497662400,18.96,16.63,26.22,166.52,98.65,87.74,164.27,146.10,230.33
6,201504,201504,1,0,25.32,138.33,25.32,100.000000,24.79,116.90,0.003594302800,23.80,22.29,19.48,93.99,104.17,93.64,97.91,88.02,76.92
6,201505,201504,0,1,25.32,138.33,15.47,61.076100,21.51,129.83,0.002807876600,23.66,19.72,15.68,152.98,90.92,83.35,139.09,127.51,101.35
6,201506,201504,0,2,25.32,138.33,14.21,56.117500,20.39,131.75,0.002622016000,22.06,19.02,20.55,155.24,92.40,86.19,143.45,133.81,144.63
6,201507,201504,0,3,25.32,138.33,13.72,54.164300,20.25,141.43,0.002426526300,21.43,19.05,18.26,156.22,94.51,88.91,147.64,138.90,133.13
6,201508,201504,0,4,25.32,138.33,13.00,51.341200,17.95,132.63,0.002292975600,19.92,17.18,14.34,153.23,90.08,86.24,138.03,132.15,110.32
6,201509,201504,0,5,25.32,138.33,12.86,50.773500,17.10,127.05,0.002280633800,19.38,15.47,13.58,150.73,88.23,79.82,132.99,120.31,105.58
6,201510,201504,0,6,25.32,138.33,12.42,49.033800,17.71,140.60,0.002133827400,19.23,15.43,15.06,154.83,92.09,80.25,142.59,124.25,121.29
6,201511,201504,0,7,25.32,138.33,11.71,46.252400,17.26,136.74,0.002138515400,18.11,14.47,15.17,154.61,95.29,79.91,147.33,123.54,129.54
6,201512,201504,0,8,25.32,138.33,11.74,46.367000,19.76,167.20,0.002002538500,17.66,15.24,17.59,150.39,111.89,86.29,168.28,129.77,149.83
6,201601,201504,0,9,25.32,138.33,11.79,46.544100,17.70,151.10,0.001985280400,17.85,14.48,17.22,151.42,99.19,81.11,150.19,122.82,146.10
